customer_id,score,segmentation,gender,job_title,job_industry_category,wealth_segment,owns_car,tenure,age_class,state,property_valuation
2822,Diamond,Best,Female,Professor,Property,Mass Customer,No,3,40-49,VIC,12
2823,Bronze,Rookies,Male,Budget/Accounting Analyst IV,Property,Mass Customer,No,7,50-59,NSW,6
2824,Silver,Whales,Male,Assistant Media Planner,Entertainment,Affluent Customer,No,7,20-29,VIC,10
2825,Bronze,Dormant,Female,Budget/Accounting Analyst IV,Manufacturing,Affluent Customer,Yes,19,50-59,NSW,9
2826,Diamond,Best,Female,Web Developer II,Manufacturing,Mass Customer,No,15,60-69,VIC,10
2827,Bronze,Attention,Female,Web Developer II,Financial Services,High Net Worth,No,14,50-59,NSW,11
2828,Bronze,Dormant,Female,Web Developer II,Health,High Net Worth,Yes,4,20-29,VIC,10
2829,Bronze,Dormant,Female,Electrical Engineer,Manufacturing,High Net Worth,No,11,40-49,NSW,8
2830,Bronze,Attention,Male,Computer Systems Analyst II,Manufacturing,High Net Worth,No,9,60-69,VIC,10
2831,Diamond,Whales,Female,Programmer Analyst I,Health,Mass Customer,Yes,11,50-59,NSW,12
2832,Diamond,Loyal,Male,Recruiter,Telecommunications,Mass Customer,Yes,9,40-49,VIC,8
2833,Silver,Promising,Male,Recruiter,IT,Mass Customer,Yes,3,20-29,NSW,4
2834,Bronze,Slipping,Male,Recruiter,Retail,Affluent Customer,No,9,40-49,NSW,7
2835,Bronze,Dormant,Female,Environmental Specialist,Manufacturing,Affluent Customer,No,2,20-29,NSW,8
2836,Diamond,Best,Female,Clinical Specialist,Health,Mass Customer,No,16,60-69,NSW,9
2837,Silver,Loyal,Female,Clinical Specialist,Retail,Mass Customer,No,10,30-39,VIC,8
2838,Bronze,Rookies,Female,Payment Adjustment Coordinator,Retail,High Net Worth,No,21,40-49,QLD,8
2839,Diamond,Loyal,Female,Assistant Media Planner,Entertainment,Mass Customer,No,10,40-49,NSW,7
2840,Bronze,Rookies,Male,Recruiter,Manufacturing,Mass Customer,Yes,9,30-39,VIC,3
2841,Diamond,Best,Female,Recruiting Manager,Manufacturing,Mass Customer,No,16,60-69,NSW,7
2842,Bronze,Slipping,Female,Recruiting Manager,Health,Mass Customer,No,6,50-59,NSW,12
2843,Diamond,Whales,Female,Recruiter,Financial Services,Affluent Customer,Yes,5,50-59,NSW,8
2844,Diamond,Whales,Female,Recruiter,Financial Services,Mass Customer,Yes,13,40-49,NSW,7
2845,Silver,Loyal,Female,Staff Accountant III,Financial Services,Mass Customer,No,11,50-59,QLD,7
2846,Bronze,Rookies,Female,Nurse,Property,Mass Customer,No,14,50-59,VIC,10
2847,Diamond,Loyal,Female,Occupational Therapist,Health,Mass Customer,No,12,40-49,NSW,9
2848,Silver,Rookies,Female,Analyst Programmer,Property,Mass Customer,Yes,13,50-59,VIC,12
2849,Bronze,Dormant,Male,Analyst Programmer,Property,High Net Worth,Yes,2,30-39,NSW,8
2850,Diamond,Best,Female,Director of Sales,Property,Mass Customer,Yes,5,50-59,NSW,9
2851,Diamond,Best,Male,Programmer IV,Entertainment,Affluent Customer,Yes,16,40-49,NSW,8
2852,Bronze,Slipping,Female,Biostatistician I,Property,High Net Worth,Yes,14,50-59,VIC,9
2853,Silver,Whales,Male,Executive Secretary,Retail,High Net Worth,Yes,7,30-39,NSW,10
2854,Bronze,Slipping,Female,Project Manager,IT,High Net Worth,Yes,14,30-39,NSW,4
2855,Bronze,Slipping,Female,Nurse Practicioner,Manufacturing,Mass Customer,Yes,17,40-49,NSW,10
2856,Diamond,Best,Female,Marketing Manager,Financial Services,Mass Customer,Yes,13,40-49,NSW,10
2857,Silver,Whales,Female,Biostatistician I,Manufacturing,Mass Customer,Yes,17,60-69,QLD,6
2858,Bronze,Slipping,Male,Recruiting Manager,Manufacturing,Mass Customer,Yes,1,20-29,NSW,10
2859,Diamond,Best,Female,Assistant Professor,Argiculture,High Net Worth,No,5,30-39,QLD,7
2860,Diamond,Best,Female,Physical Therapy Assistant,Argiculture,Mass Customer,No,1,20-29,NSW,7
2861,Silver,Whales,Female,VP Quality Control,Financial Services,Mass Customer,Yes,4,40-49,QLD,9
2862,Silver,Promising,Male,Cost Accountant,Financial Services,Mass Customer,No,10,30-39,NSW,10
2863,Bronze,Dormant,Male,Internal Auditor,Manufacturing,Mass Customer,No,16,50-59,NSW,3
2864,Silver,Rookies,Female,Analog Circuit Design manager,IT,Mass Customer,No,21,40-49,VIC,6
2865,Diamond,Best,Female,Electrical Engineer,Manufacturing,High Net Worth,No,3,20-29,NSW,9
2866,Bronze,Slipping,Male,Electrical Engineer,Health,High Net Worth,No,7,20-29,NSW,7
2867,Bronze,Slipping,Male,Sales Associate,Health,High Net Worth,No,12,60-69,NSW,6
2868,Bronze,Rookies,Female,Technical Writer,Retail,High Net Worth,No,10,50-59,NSW,10
2869,Bronze,Slipping,Female,Technical Writer,Manufacturing,Affluent Customer,No,2,20-29,NSW,9
2870,Bronze,Dormant,Male,Technical Writer,Manufacturing,Mass Customer,No,11,60-69,NSW,7
2871,Silver,Promising,Male,Assistant Media Planner,Entertainment,High Net Worth,Yes,15,40-49,NSW,12
2872,Diamond,Loyal,Female,Assistant Professor,Health,Affluent Customer,Yes,17,50-59,QLD,8
2873,Bronze,Dormant,Female,Cost Accountant,Financial Services,Mass Customer,No,13,40-49,NSW,8
2874,Diamond,Loyal,Female,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,18,40-49,VIC,7
2875,Bronze,Attention,Male,Financial Analyst,Financial Services,High Net Worth,No,2,20-29,QLD,9
2876,Bronze,Dormant,Male,General Manager,Retail,High Net Worth,No,10,40-49,NSW,10
2877,Diamond,Loyal,Male,Senior Sales Associate,Property,Affluent Customer,Yes,18,50-59,QLD,5
2878,Bronze,Rookies,Male,Analog Circuit Design manager,Property,Mass Customer,Yes,9,30-39,NSW,6
2879,Diamond,Best,Female,Executive Secretary,Argiculture,Mass Customer,Yes,5,50-59,VIC,9
2880,Diamond,Best,Male,Legal Assistant,Health,Mass Customer,No,7,50-59,NSW,9
2881,Silver,Whales,Male,Associate Professor,Health,Affluent Customer,Yes,11,60-69,NSW,11
2882,Bronze,Dormant,Female,Chief Design Engineer,Manufacturing,Mass Customer,No,9,30-39,QLD,3
2883,Diamond,Loyal,Male,Paralegal,Financial Services,Mass Customer,Yes,2,20-29,NSW,8
2884,Diamond,Best,Female,Assistant Professor,Financial Services,Mass Customer,No,15,60-69,NSW,9
2885,Silver,Whales,Female,Compensation Analyst,Financial Services,Mass Customer,Yes,4,50-59,NSW,8
2886,Diamond,Loyal,Female,Nurse Practicioner,Financial Services,Mass Customer,No,14,60-69,NSW,11
2887,Diamond,Best,Male,Speech Pathologist,Financial Services,High Net Worth,Yes,18,50-59,NSW,10
2888,Silver,Whales,Male,Project Manager,IT,High Net Worth,Yes,16,60-69,NSW,7
2889,Silver,Whales,Male,Assistant Professor,IT,Mass Customer,Yes,8,30-39,VIC,5
2890,Bronze,Attention,Male,Speech Pathologist,IT,Affluent Customer,Yes,20,60-69,NSW,11
2891,Diamond,Loyal,Female,Nuclear Power Engineer,Manufacturing,High Net Worth,Yes,12,30-39,NSW,11
2892,Diamond,Whales,Male,Junior Executive,Manufacturing,Affluent Customer,Yes,7,50-59,NSW,7
2893,Bronze,Attention,Male,Analog Circuit Design manager,Manufacturing,Mass Customer,No,11,40-49,NSW,8
2894,Silver,Whales,Male,Geologist III,Financial Services,Mass Customer,Yes,22,40-49,QLD,4
2895,Bronze,Dormant,Female,Librarian,Entertainment,Mass Customer,Yes,5,50-59,NSW,9
2896,Bronze,Dormant,Female,Financial Advisor,Financial Services,Mass Customer,Yes,12,50-59,VIC,4
2897,Silver,Potential,Female,Assistant Professor,Manufacturing,Affluent Customer,No,5,60-69,VIC,10
2898,Bronze,Slipping,Female,VP Sales,Manufacturing,Affluent Customer,Yes,5,50-59,NSW,7
2899,Silver,Potential,Female,Nuclear Power Engineer,Manufacturing,High Net Worth,No,4,30-39,NSW,1
2900,Bronze,Slipping,Male,Occupational Therapist,Health,Mass Customer,Yes,18,30-39,NSW,7
2901,Diamond,Loyal,Male,Occupational Therapist,Manufacturing,Mass Customer,Yes,6,20-29,QLD,3
2902,Bronze,Dormant,Female,Human Resources Manager,Financial Services,Mass Customer,Yes,7,40-49,NSW,9
2903,Bronze,Slipping,Male,Operator,Manufacturing,Affluent Customer,Yes,9,40-49,NSW,8
2904,Diamond,Loyal,Female,Software Test Engineer III,Manufacturing,High Net Worth,Yes,11,40-49,NSW,9
2905,Bronze,Rookies,Female,Account Representative I,Manufacturing,Mass Customer,No,14,60-69,NSW,5
2906,Bronze,Slipping,Female,GIS Technical Architect,Retail,Mass Customer,Yes,4,30-39,NSW,4
2907,Silver,Whales,Male,Senior Financial Analyst,Financial Services,High Net Worth,No,8,40-49,VIC,10
2908,Silver,Promising,Female,Social Worker,Health,Affluent Customer,Yes,11,60-69,VIC,8
2909,Silver,Whales,Female,Associate Professor,Entertainment,High Net Worth,No,6,40-49,VIC,9
2910,Silver,Loyal,Female,Registered Nurse,Health,Mass Customer,Yes,12,60-69,VIC,10
2911,Bronze,Dormant,Female,Assistant Media Planner,Entertainment,Mass Customer,No,11,50-59,VIC,10
2912,Diamond,Loyal,Male,Assistant Media Planner,Entertainment,High Net Worth,No,4,40-49,NSW,11
2913,Bronze,Slipping,Male,VP Quality Control,IT,Affluent Customer,Yes,14,60-69,VIC,5
2914,Diamond,Best,Female,Health Coach IV,Health,Affluent Customer,Yes,11,40-49,NSW,9
2915,Silver,Promising,Female,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,No,17,40-49,QLD,4
2916,Silver,Promising,Male,Product Engineer,Manufacturing,Affluent Customer,Yes,9,50-59,QLD,8
2917,Silver,Whales,Male,Product Engineer,Manufacturing,Affluent Customer,No,18,40-49,QLD,6
2918,Silver,Loyal,Female,Product Engineer,Financial Services,Mass Customer,Yes,5,30-39,QLD,8
2919,Silver,Promising,Male,Safety Technician I,Financial Services,High Net Worth,Yes,8,50-59,QLD,9
2920,Bronze,Dormant,Female,Business Systems Development Analyst,IT,Mass Customer,Yes,12,50-59,NSW,8
2921,Silver,Potential,Female,Business Systems Development Analyst,Financial Services,Mass Customer,No,7,40-49,QLD,9
2922,Silver,Rookies,Male,Sales Associate,Manufacturing,Affluent Customer,Yes,10,40-49,QLD,4
2923,Diamond,Loyal,Female,Teacher,Manufacturing,Affluent Customer,Yes,4,50-59,NSW,2
2924,Silver,Potential,Female,Assistant Media Planner,Entertainment,Mass Customer,Yes,6,30-39,VIC,10
2925,Bronze,Attention,Male,Business Systems Development Analyst,Financial Services,Affluent Customer,Yes,19,40-49,NSW,8
2926,Bronze,Dormant,Female,Research Nurse,Health,High Net Worth,No,12,60-69,QLD,12
2927,Bronze,Slipping,Male,VP Sales,Manufacturing,Affluent Customer,Yes,14,60-69,VIC,11
2928,Silver,Whales,Male,Office Assistant I,Manufacturing,Mass Customer,No,5,30-39,NSW,10
2929,Diamond,Best,Male,Nurse,Retail,Mass Customer,No,2,20-29,QLD,3
2930,Bronze,Attention,Male,Assistant Media Planner,Entertainment,Mass Customer,No,3,20-29,NSW,10
2931,Bronze,Potential,Male,Executive Secretary,IT,Mass Customer,Yes,6,40-49,QLD,5
2932,Diamond,Best,Male,Account Representative I,IT,Mass Customer,No,17,30-39,QLD,3
2933,Bronze,Slipping,Male,Administrative Officer,Retail,Affluent Customer,Yes,6,30-39,VIC,5
2934,Silver,Whales,Female,Media Manager III,Telecommunications,Mass Customer,Yes,9,30-39,NSW,2
2935,Silver,Promising,Female,Media Manager III,Manufacturing,Mass Customer,No,17,40-49,NSW,9
2936,Silver,Whales,Female,Project Manager,Financial Services,Mass Customer,Yes,11,40-49,NSW,10
2937,Diamond,Best,Female,Computer Systems Analyst I,Financial Services,Mass Customer,No,15,50-59,VIC,8
2938,Silver,Whales,Male,Assistant Manager,Argiculture,Affluent Customer,No,2,20-29,QLD,7
2939,Bronze,Dormant,Female,GIS Technical Architect,Argiculture,Mass Customer,Yes,17,30-39,NSW,9
2940,Silver,Whales,Male,Business Systems Development Analyst,Argiculture,Affluent Customer,Yes,14,50-59,QLD,3
2941,Bronze,Attention,Female,Business Systems Development Analyst,Retail,Mass Customer,No,10,60-69,QLD,1
2942,Diamond,Loyal,Male,Software Engineer III,Retail,High Net Worth,No,10,50-59,NSW,5
2943,Silver,Promising,Male,VP Sales,Retail,High Net Worth,No,17,40-49,QLD,3
2944,Bronze,Potential,Male,Environmental Specialist,Manufacturing,Affluent Customer,No,7,40-49,NSW,10
2945,Bronze,Slipping,Male,Safety Technician IV,Manufacturing,Mass Customer,No,18,50-59,NSW,9
2946,Diamond,Loyal,Male,Safety Technician IV,Property,Mass Customer,Yes,7,30-39,VIC,10
2947,Diamond,Whales,Male,Safety Technician IV,Manufacturing,Mass Customer,No,11,40-49,QLD,3
2948,Bronze,Attention,Male,Internal Auditor,Manufacturing,Mass Customer,Yes,2,20-29,QLD,9
2949,Bronze,Rookies,Female,Internal Auditor,Telecommunications,Mass Customer,No,17,40-49,VIC,5
2950,Bronze,Dormant,Male,Software Engineer I,Financial Services,Mass Customer,Yes,10,60-69,VIC,6
2951,Silver,Whales,Male,Community Outreach Specialist,Financial Services,High Net Worth,No,12,40-49,VIC,8
2952,Silver,Potential,Female,Senior Developer,Manufacturing,High Net Worth,Yes,16,40-49,NSW,10
2953,Bronze,Attention,Male,Recruiting Manager,Health,High Net Worth,Yes,8,50-59,VIC,7
2954,Silver,Promising,Female,Pharmacist,Health,Mass Customer,No,16,50-59,VIC,8
2955,Diamond,Best,Male,Community Outreach Specialist,Financial Services,High Net Worth,No,13,30-39,NSW,9
2956,Silver,Attention,Male,Quality Control Specialist,Telecommunications,Mass Customer,Yes,19,60-69,NSW,9
2957,Bronze,Slipping,Male,Social Worker,Health,Affluent Customer,No,11,50-59,NSW,8
2958,Silver,Promising,Male,Health Coach II,Manufacturing,Affluent Customer,Yes,14,40-49,NSW,8
2959,Bronze,Dormant,Female,Registered Nurse,Health,Mass Customer,Yes,11,70-79,QLD,5
2960,Bronze,Slipping,Female,Design Engineer,Property,Mass Customer,Yes,16,40-49,NSW,4
2961,Diamond,Whales,Male,Assistant Manager,Health,Mass Customer,Yes,12,40-49,VIC,8
2962,Bronze,Dormant,Female,Information Systems Manager,Property,Mass Customer,No,15,50-59,NSW,11
2963,Bronze,Potential,Female,Safety Technician II,IT,Affluent Customer,Yes,15,50-59,NSW,10
2964,Bronze,Slipping,Female,Product Engineer,Telecommunications,Mass Customer,Yes,14,50-59,NSW,10
2965,Bronze,Attention,Female,Product Engineer,Telecommunications,High Net Worth,No,8,50-59,NSW,5
2966,Silver,Potential,Female,Dental Hygienist,Health,Mass Customer,Yes,5,50-59,NSW,9
2967,Silver,Rookies,Male,Social Worker,Health,Affluent Customer,Yes,20,40-49,QLD,3
2968,Bronze,Attention,Male,Human Resources Assistant III,Retail,High Net Worth,No,16,40-49,QLD,8
2969,Silver,Promising,Male,Database Administrator IV,Retail,Mass Customer,Yes,6,40-49,NSW,9
2970,Bronze,Dormant,Female,Software Consultant,Financial Services,Mass Customer,No,5,30-39,NSW,8
2971,Bronze,Slipping,Female,Marketing Assistant,Manufacturing,High Net Worth,Yes,8,50-59,NSW,12
2972,Bronze,Slipping,Female,Marketing Assistant,Manufacturing,High Net Worth,No,17,60-69,NSW,9
2973,Bronze,Dormant,Male,Senior Developer,Health,High Net Worth,No,5,50-59,VIC,11
2974,Bronze,Dormant,Female,Engineer IV,Financial Services,High Net Worth,No,15,40-49,VIC,7
2975,Bronze,Dormant,Female,Senior Cost Accountant,Financial Services,Mass Customer,No,14,40-49,NSW,9
2976,Silver,Rookies,Male,Tax Accountant,Health,Mass Customer,Yes,8,60-69,VIC,9
2977,Silver,Promising,Female,Community Outreach Specialist,Health,Affluent Customer,No,18,40-49,VIC,4
2978,Bronze,Dormant,Male,Programmer IV,Manufacturing,Affluent Customer,No,10,50-59,NSW,9
2979,Bronze,Dormant,Female,Tax Accountant,Retail,Mass Customer,No,18,40-49,VIC,6
2980,Silver,Promising,Female,Chemical Engineer,Manufacturing,Mass Customer,No,4,40-49,VIC,6
2981,Silver,Loyal,Male,Sales Representative,Retail,High Net Worth,Yes,21,40-49,NSW,9
2982,Silver,Whales,Female,Senior Cost Accountant,Financial Services,Mass Customer,Yes,11,40-49,VIC,9
2983,Bronze,Attention,Male,Human Resources Manager,Retail,Mass Customer,Yes,17,30-39,VIC,9
2984,Silver,Whales,Female,Payment Adjustment Coordinator,Manufacturing,Mass Customer,Yes,13,60-69,NSW,11
2985,Diamond,Loyal,Male,Sales Representative,Retail,Affluent Customer,Yes,14,30-39,NSW,10
2986,Diamond,Loyal,Male,Sales Representative,Financial Services,Mass Customer,No,13,40-49,NSW,9
2987,Silver,Promising,Female,Media Manager II,Financial Services,High Net Worth,Yes,4,30-39,NSW,8
2988,Silver,Loyal,Female,Administrative Officer,Financial Services,Mass Customer,Yes,1,20-29,VIC,10
2989,Silver,Whales,Male,Dental Hygienist,Health,High Net Worth,Yes,2,20-29,NSW,10
2990,Diamond,Loyal,Male,GIS Technical Architect,Argiculture,High Net Worth,No,8,40-49,NSW,12
2991,Bronze,Attention,Female,Desktop Support Technician,Financial Services,Mass Customer,No,11,60-69,NSW,4
2992,Diamond,Best,Female,Clinical Specialist,Health,Mass Customer,Yes,10,50-59,VIC,5
2993,Diamond,Best,Female,Graphic Designer,Financial Services,Affluent Customer,No,4,20-29,NSW,9
2994,Bronze,Rookies,Female,Accountant II,Manufacturing,Mass Customer,Yes,18,40-49,NSW,8
2995,Silver,Promising,Male,Accountant II,Health,Mass Customer,Yes,2,20-29,NSW,7
2996,Bronze,Rookies,Female,Cost Accountant,Financial Services,Mass Customer,No,14,50-59,QLD,7
2997,Bronze,Potential,Female,Computer Systems Analyst II,Health,Affluent Customer,No,10,50-59,QLD,3
2998,Bronze,Attention,Female,Nurse Practicioner,Manufacturing,High Net Worth,Yes,2,20-29,QLD,7
2999,Diamond,Best,Female,Business Systems Development Analyst,IT,Affluent Customer,Yes,10,20-29,VIC,8
3000,Bronze,Attention,Male,Compensation Analyst,Financial Services,Affluent Customer,No,22,50-59,NSW,10
3001,Bronze,Slipping,Male,Engineer IV,Argiculture,Mass Customer,No,20,40-49,NSW,10
3002,Silver,Loyal,Male,Paralegal,Financial Services,Mass Customer,Yes,16,60-69,NSW,2
3003,Silver,Whales,Female,Web Developer I,Retail,Mass Customer,Yes,4,60-69,NSW,8
3004,Bronze,Attention,Male,Research Assistant II,Health,Mass Customer,Yes,16,60-69,VIC,9
3005,Bronze,Slipping,Male,Human Resources Manager,Property,Affluent Customer,Yes,8,50-59,NSW,10
3006,Silver,Whales,Female,Human Resources Manager,Property,Mass Customer,Yes,21,30-39,NSW,7
3007,Diamond,Best,Male,Environmental Tech,Manufacturing,Mass Customer,No,16,50-59,NSW,10
3008,Silver,Promising,Female,Environmental Tech,Health,High Net Worth,Yes,17,40-49,NSW,7
3009,Bronze,Slipping,Female,Environmental Tech,Health,High Net Worth,Yes,14,40-49,VIC,7
3010,Bronze,Dormant,Female,Environmental Tech,Health,Affluent Customer,No,5,50-59,NSW,8
3011,Bronze,Slipping,Female,Staff Scientist,Financial Services,High Net Worth,No,3,30-39,NSW,12
3012,Diamond,Whales,Female,Technical Writer,IT,Mass Customer,Yes,6,30-39,VIC,2
3013,Diamond,Best,Female,Office Assistant III,Property,High Net Worth,No,6,50-59,QLD,7
3014,Diamond,Best,Female,Software Engineer II,Property,High Net Worth,No,1,20-29,NSW,10
3015,Diamond,Loyal,Female,Assistant Manager,Retail,Affluent Customer,No,1,20-29,QLD,9
3016,Diamond,Whales,Male,Analog Circuit Design manager,Financial Services,High Net Worth,No,11,30-39,NSW,10
3017,Silver,Whales,Male,Operator,Financial Services,Affluent Customer,No,7,60-69,VIC,9
3018,Silver,Promising,Female,Recruiter,Financial Services,High Net Worth,Yes,15,50-59,NSW,9
3019,Bronze,Slipping,Male,Community Outreach Specialist,Manufacturing,Affluent Customer,Yes,14,30-39,NSW,9
3020,Diamond,Loyal,Male,Chemical Engineer,Manufacturing,High Net Worth,Yes,10,50-59,QLD,1
3021,Silver,Loyal,Male,Chemical Engineer,Manufacturing,Mass Customer,No,9,40-49,VIC,4
3022,Silver,Potential,Female,Chemical Engineer,Manufacturing,High Net Worth,No,8,30-39,QLD,8
3023,Bronze,Dormant,Female,Accountant I,IT,High Net Worth,Yes,7,20-29,NSW,9
3024,Bronze,Attention,Male,Accountant I,Health,Mass Customer,No,12,60-69,VIC,6
3025,Bronze,Dormant,Male,Compensation Analyst,Financial Services,Mass Customer,Yes,9,40-49,NSW,11
3026,Bronze,Slipping,Female,Account Representative III,Property,Mass Customer,Yes,5,30-39,NSW,9
3027,Bronze,Potential,Male,Research Nurse,Health,Mass Customer,Yes,5,40-49,QLD,3
3028,Silver,Potential,Female,General Manager,Manufacturing,High Net Worth,No,20,60-69,QLD,2
3029,Bronze,Dormant,Male,Business Systems Development Analyst,Manufacturing,Mass Customer,No,13,40-49,NSW,10
3030,Diamond,Loyal,Female,Technical Writer,Manufacturing,Affluent Customer,No,3,20-29,NSW,5
3031,Silver,Promising,Male,Staff Scientist,Health,Mass Customer,Yes,5,20-29,QLD,1
3032,Diamond,Loyal,Male,Analog Circuit Design manager,Health,Affluent Customer,Yes,5,30-39,QLD,6
3033,Bronze,Dormant,Female,Administrative Officer,Financial Services,High Net Worth,No,12,40-49,VIC,7
3034,Silver,Potential,Female,Web Designer IV,Manufacturing,Mass Customer,Yes,18,60-69,VIC,6
3035,Silver,Potential,Male,Associate Professor,Health,High Net Worth,No,13,40-49,NSW,11
3036,Silver,Whales,Female,Business Systems Development Analyst,Property,Affluent Customer,Yes,11,40-49,NSW,8
3037,Bronze,Dormant,Female,Legal Assistant,Financial Services,High Net Worth,Yes,18,50-59,NSW,11
3038,Silver,Potential,Female,Senior Developer,Financial Services,High Net Worth,No,13,60-69,QLD,5
3039,Silver,Whales,Female,Senior Developer,Financial Services,Affluent Customer,No,18,50-59,NSW,8
3040,Bronze,Dormant,Female,General Manager,Retail,Mass Customer,No,5,50-59,NSW,9
3041,Bronze,Dormant,Female,Physical Therapy Assistant,Retail,Mass Customer,Yes,11,50-59,QLD,7
3042,Silver,Promising,Male,Engineer II,Property,High Net Worth,Yes,15,50-59,QLD,2
3043,Silver,Rookies,Female,Legal Assistant,Property,Mass Customer,Yes,18,40-49,NSW,8
3044,Diamond,Best,Male,Occupational Therapist,Health,Affluent Customer,Yes,19,30-39,VIC,12
3045,Silver,Whales,Male,Cost Accountant,Financial Services,Affluent Customer,Yes,2,20-29,QLD,1
3046,Bronze,Attention,Female,Programmer Analyst III,Manufacturing,Affluent Customer,No,18,60-69,NSW,8
3047,Silver,Whales,Male,Speech Pathologist,Retail,Mass Customer,Yes,19,60-69,NSW,10
3048,Diamond,Best,Male,Legal Assistant,Manufacturing,Mass Customer,No,16,50-59,VIC,1
3049,Bronze,Slipping,Male,Legal Assistant,Property,High Net Worth,Yes,12,50-59,VIC,3
3050,Diamond,Loyal,Female,Legal Assistant,Property,High Net Worth,No,5,20-29,NSW,6
3051,Bronze,Dormant,Female,Legal Assistant,Manufacturing,Affluent Customer,Yes,7,50-59,NSW,11
3052,Bronze,Slipping,Female,Teacher,Manufacturing,Mass Customer,No,18,40-49,NSW,9
3053,Bronze,Slipping,Female,Account Coordinator,Retail,High Net Worth,No,17,30-39,NSW,5
3054,Silver,Promising,Female,Operator,Manufacturing,Affluent Customer,No,16,50-59,QLD,3
3055,Diamond,Loyal,Female,General Manager,Manufacturing,Mass Customer,Yes,2,20-29,QLD,6
3056,Bronze,Rookies,Female,Health Coach II,Entertainment,Mass Customer,No,18,50-59,VIC,8
3057,Diamond,Loyal,Female,Executive Secretary,Entertainment,Mass Customer,No,9,40-49,NSW,10
3058,Diamond,Whales,Male,Human Resources Manager,Manufacturing,Mass Customer,Yes,16,30-39,NSW,12
3059,Bronze,Slipping,Male,Accountant IV,Manufacturing,Mass Customer,No,17,60-69,VIC,7
3060,Diamond,Loyal,Male,VP Accounting,Financial Services,Mass Customer,Yes,6,40-49,NSW,8
3061,Silver,Loyal,Female,Office Assistant IV,Manufacturing,Affluent Customer,Yes,3,30-39,NSW,8
3062,Silver,Potential,Male,Civil Engineer,Manufacturing,Mass Customer,No,13,60-69,QLD,2
3063,Bronze,Slipping,Male,VP Sales,Financial Services,Affluent Customer,No,2,20-29,QLD,6
3064,Silver,Loyal,Male,Product Engineer,Financial Services,Affluent Customer,Yes,4,20-29,VIC,8
3065,Silver,Promising,Female,Recruiter,Financial Services,High Net Worth,Yes,13,40-49,NSW,11
3066,Bronze,Dormant,Female,Paralegal,Financial Services,Affluent Customer,Yes,2,20-29,VIC,10
3067,Silver,Potential,Female,Chief Design Engineer,Manufacturing,Mass Customer,Yes,9,30-39,VIC,6
3068,Bronze,Attention,Female,Automation Specialist I,Manufacturing,Affluent Customer,No,1,30-39,VIC,7
3069,Bronze,Dormant,Female,Senior Cost Accountant,Financial Services,Affluent Customer,No,12,30-39,VIC,4
3070,Bronze,Dormant,Female,Account Executive,Health,Affluent Customer,Yes,1,20-29,NSW,9
3071,Bronze,Dormant,Female,Assistant Media Planner,Entertainment,Mass Customer,Yes,12,30-39,NSW,9
3072,Silver,Loyal,Male,Chemical Engineer,Manufacturing,Mass Customer,Yes,10,40-49,NSW,5
3073,Bronze,Dormant,Male,Nurse,Telecommunications,Affluent Customer,No,17,50-59,VIC,10
3074,Diamond,Best,Male,VP Quality Control,Health,Mass Customer,Yes,12,50-59,NSW,9
3075,Bronze,Attention,Male,VP Quality Control,Entertainment,Mass Customer,Yes,16,60-69,VIC,8
3076,Bronze,Dormant,Female,Professor,Health,Mass Customer,Yes,4,30-39,NSW,10
3077,Diamond,Best,Male,Information Systems Manager,Manufacturing,Affluent Customer,No,2,20-29,NSW,10
3078,Bronze,Dormant,Female,Safety Technician III,Retail,Mass Customer,No,7,40-49,NSW,6
3079,Bronze,Dormant,Male,Legal Assistant,Retail,Mass Customer,Yes,20,60-69,NSW,9
3080,Diamond,Best,Male,Graphic Designer,Financial Services,High Net Worth,No,10,60-69,VIC,8
3081,Silver,Whales,Female,Mechanical Systems Engineer,Financial Services,High Net Worth,Yes,9,50-59,VIC,6
3082,Silver,Promising,Male,Mechanical Systems Engineer,Manufacturing,Mass Customer,Yes,2,20-29,NSW,8
3083,Bronze,Attention,Male,Mechanical Systems Engineer,Manufacturing,Mass Customer,Yes,12,50-59,NSW,9
3084,Silver,Promising,Female,Staff Scientist,Financial Services,Affluent Customer,Yes,16,60-69,QLD,4
3085,Silver,Promising,Male,Accountant IV,Financial Services,Affluent Customer,No,5,40-49,VIC,8
3086,Diamond,Best,Female,Biostatistician I,IT,High Net Worth,No,20,40-49,QLD,7
3087,Silver,Whales,Male,Social Worker,Health,Mass Customer,No,9,30-39,NSW,8
3088,Diamond,Loyal,Male,Social Worker,Retail,Affluent Customer,Yes,17,50-59,NSW,8
3089,Silver,Whales,Male,Web Developer III,Manufacturing,Affluent Customer,Yes,2,20-29,QLD,7
3090,Bronze,Attention,Male,Operator,Manufacturing,Mass Customer,No,8,50-59,VIC,8
3091,Bronze,Dormant,Female,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,Yes,3,20-29,VIC,7
3092,Bronze,Dormant,Female,Statistician IV,Manufacturing,Affluent Customer,No,9,50-59,QLD,4
3093,Silver,Loyal,Male,Mechanical Systems Engineer,Property,High Net Worth,Yes,6,30-39,VIC,9
3094,Silver,Attention,Male,Biostatistician II,Property,Mass Customer,Yes,17,30-39,NSW,8
