transaction_id,product_id,customer_id,transaction_date,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
17483,4,2262,2017-10-16,0,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-09-30
17484,30,749,2017-08-18,0,Solex,Standard,high,medium,748.17,448.9,1991-11-12
17485,97,1464,2017-05-12,0,Solex,Standard,medium,large,202.62,151.96,1991-05-08
17486,61,463,2017-09-10,0,OHM Cycles,Standard,low,medium,71.16,56.93,1998-12-19
17487,26,2960,2017-02-27,0,WeareA2B,Standard,medium,medium,1992.93,762.63,1992-10-13
17488,1,2304,2017-07-19,1,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
17489,90,2564,2017-09-04,0,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12
17490,17,3057,2017-12-01,1,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
17491,34,3169,2017-06-27,1,Norco Bicycles,Road,high,large,774.53,464.72,2006-02-04
17492,59,1711,2017-10-31,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2002-10-12
17493,50,437,2017-11-12,1,WeareA2B,Standard,medium,small,175.89,131.92,1991-01-23
17494,2,2329,2017-12-22,1,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
17495,23,3466,2017-08-25,1,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04
17496,23,2822,2017-05-02,1,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-10-04
17497,32,2825,2017-07-23,0,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-14
17498,35,1761,2017-03-29,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-21
17499,86,2178,2017-06-17,1,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
17500,76,1131,2017-03-29,1,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-12
17501,92,2993,2017-09-04,0,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
17502,22,2915,2017-09-23,1,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17
17503,94,1570,2017-11-27,1,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11
17504,56,3151,2017-07-09,0,OHM Cycles,Standard,medium,medium,183.86,137.9,2011-08-26
17505,69,3064,2017-05-06,0,Giant Bicycles,Road,medium,medium,792.9,594.68,1995-10-26
17506,88,1461,2017-03-04,0,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-18
17507,27,2275,2017-06-12,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1995-12-21
17508,99,372,2017-09-17,0,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
17509,51,53,2017-02-20,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-12
17510,2,1849,2017-08-16,1,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
17511,79,2008,2017-06-07,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2004-08-09
17512,80,2700,2017-08-14,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
17513,59,1910,2017-08-20,0,WeareA2B,Standard,medium,small,1415.01,1259.36,2002-10-12
17515,92,110,2017-05-22,1,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-07
17516,22,355,2017-02-07,0,WeareA2B,Standard,medium,medium,60.34,45.26,2016-11-24
17517,46,1652,2017-04-07,1,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-12-06
17518,49,1208,2017-02-07,0,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
17519,3,546,2017-08-05,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,2003-09-11
17520,91,1706,2017-08-14,1,WeareA2B,Standard,low,medium,642.31,513.85,1997-01-27
17521,4,3382,2017-01-27,1,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
17522,87,1003,2017-08-05,0,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-22
17523,36,241,2017-04-30,0,Solex,Standard,low,medium,945.04,507.58,1995-12-21
17524,16,2515,2017-11-09,0,Norco Bicycles,Standard,high,small,1661.92,1479.11,2010-05-07
17525,56,2071,2017-08-05,0,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-06
17526,53,1851,2017-03-20,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
17527,39,2683,2017-05-16,0,Giant Bicycles,Standard,medium,large,1812.75,582.48,1997-05-12
17528,2,15,2017-01-20,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
17529,58,1111,2017-07-05,1,OHM Cycles,Road,medium,medium,1280.28,829.51,2009-04-14
17530,45,181,2017-11-10,0,Solex,Standard,medium,medium,441.49,84.99,1993-04-14
17531,35,2324,2017-03-01,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1997-05-12
17532,97,2579,2017-05-29,1,Solex,Standard,medium,large,202.62,151.96,2016-03-31
17533,0,706,2017-09-13,1,Trek Bicycles,Road,medium,medium,533.51,400.13,1993-07-22
17534,77,2144,2017-10-21,0,Norco Bicycles,Road,medium,large,1240.31,795.1,2004-12-20
17536,9,3190,2017-07-21,0,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
17537,0,2012,2017-01-15,1,Solex,Standard,medium,large,202.62,151.96,2016-03-31
17538,1,2640,2017-05-25,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
17539,43,655,2017-05-30,1,Solex,Standard,medium,medium,1151.96,649.49,1997-02-11
17540,40,1707,2017-05-23,1,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
17541,40,126,2017-12-19,0,OHM Cycles,Standard,high,medium,1458.17,874.9,1997-05-12
17542,74,3353,2017-04-01,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2014-10-12
17543,34,836,2017-10-19,1,Norco Bicycles,Road,high,large,774.53,464.72,2010-06-09
17544,79,3237,2017-04-21,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2007-08-06
17545,45,2651,2017-12-15,0,Solex,Standard,medium,medium,441.49,84.99,2003-02-18
17546,56,1419,2017-05-03,1,OHM Cycles,Standard,medium,medium,183.86,137.9,1993-06-25
17547,57,250,2017-11-29,1,WeareA2B,Touring,medium,large,1890.39,260.14,2011-08-26
17548,30,1055,2017-06-07,1,Solex,Standard,high,medium,748.17,448.9,1991-11-12
17549,35,2335,2017-09-14,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
17550,63,657,2017-07-08,1,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
17551,25,48,2017-04-23,1,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
17552,14,933,2017-07-15,1,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1993-07-17
17553,71,1224,2017-08-18,0,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
17554,68,1050,2017-12-04,1,OHM Cycles,Standard,medium,medium,1636.9,44.71,2015-04-13
17555,60,3468,2017-12-27,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
17556,18,560,2017-11-19,1,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
17557,79,2879,2017-01-05,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2004-08-09
17558,79,1512,2017-08-16,0,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
17559,0,3123,2017-01-10,1,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
17560,85,2491,2017-03-09,1,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
17561,88,912,2017-11-20,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1999-07-28
17562,20,1992,2017-04-10,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1996-04-07
17563,72,2443,2017-02-17,1,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-20
17564,22,1451,2017-03-10,1,WeareA2B,Standard,medium,medium,60.34,45.26,2011-05-09
17565,20,1698,2017-05-17,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1999-06-25
17566,63,507,2017-02-04,1,Solex,Standard,medium,medium,1483.2,99.59,1998-12-19
17567,82,3404,2017-08-25,0,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
17568,80,2536,2017-08-01,1,OHM Cycles,Touring,low,medium,1073.07,933.84,2015-08-04
17569,0,1894,2017-07-20,1,Solex,Standard,medium,medium,71.49,53.62,2014-03-05
17570,96,915,2017-03-21,0,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
17571,61,1016,2017-03-06,1,OHM Cycles,Standard,low,medium,71.16,56.93,1992-10-04
17572,25,1063,2017-08-24,0,Giant Bicycles,Road,medium,medium,1538.99,829.65,1993-05-28
17573,48,1776,2017-05-13,0,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30
17574,34,605,2017-12-28,0,Norco Bicycles,Road,high,large,774.53,464.72,1995-12-21
17575,74,1411,2017-11-17,1,WeareA2B,Standard,medium,medium,1228.07,400.91,2006-05-24
17576,91,2335,2017-03-15,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
17577,86,1613,2017-07-09,1,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
17578,93,2824,2017-01-22,0,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-05
17579,0,1944,2017-12-25,1,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-30
17580,100,631,2017-09-23,1,Norco Bicycles,Road,medium,medium,1036.59,206.35,1991-05-08
17581,66,2248,2017-09-06,1,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
17582,49,1050,2017-09-19,0,Trek Bicycles,Road,medium,medium,533.51,400.13,2003-07-23
17583,7,523,2017-05-01,0,Trek Bicycles,Road,low,medium,980.37,234.43,2014-03-05
17584,52,793,2017-08-31,1,Solex,Road,medium,large,1777.8,820.78,1991-08-07
17585,9,433,2017-12-15,1,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-09
17586,1,2770,2017-11-27,0,Giant Bicycles,Touring,medium,large,1873.97,863.95,2004-07-27
17587,0,1993,2017-06-17,0,OHM Cycles,Standard,medium,medium,183.86,137.9,2015-06-19
17588,54,1482,2017-08-23,1,WeareA2B,Standard,medium,medium,1292.84,13.44,2009-04-14
17589,90,819,2017-07-13,1,Norco Bicycles,Standard,low,medium,363.01,290.41,1999-07-28
17590,60,3332,2017-02-26,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
17591,23,2614,2017-05-21,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-18
17592,79,3461,2017-05-22,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1997-01-27
17593,64,1678,2017-01-13,0,Giant Bicycles,Standard,high,small,1977.36,1759.85,1998-12-19
17594,94,1947,2017-05-20,0,Giant Bicycles,Standard,medium,large,1635.3,993.66,2004-01-18
17595,10,3016,2017-11-23,0,Solex,Standard,medium,medium,1945.43,333.18,2006-10-03
17596,10,1569,2017-11-07,1,WeareA2B,Touring,medium,medium,1466.68,363.25,2014-03-05
17597,0,3326,2017-11-05,1,WeareA2B,Standard,medium,medium,60.34,45.26,1991-11-12
17598,81,1670,2017-05-05,1,Norco Bicycles,Standard,medium,small,586.45,521.94,1991-07-12
17599,75,2296,2017-11-24,1,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-24
17600,76,3438,2017-05-23,1,WeareA2B,Standard,low,medium,642.31,513.85,2005-05-12
17601,0,1440,2017-12-11,0,Norco Bicycles,Standard,low,medium,363.01,290.41,1993-07-17
17602,20,3204,2017-11-18,0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2003-08-07
17603,0,1005,2017-01-13,0,Norco Bicycles,Standard,medium,medium,360.4,270.3,2004-07-27
17604,80,2097,2017-01-23,0,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-27
17605,88,334,2017-08-02,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2000-11-05
17606,0,208,2017-01-11,1,OHM Cycles,Standard,medium,medium,235.63,125.07,2004-08-09
17607,0,923,2017-01-10,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
17608,0,1538,2017-07-07,0,Solex,Standard,medium,medium,100.35,75.26,2004-01-18
17609,13,1641,2017-10-28,1,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11
17610,27,661,2017-08-14,0,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
17611,47,3435,2017-02-02,0,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03
17612,65,769,2017-07-16,1,WeareA2B,Standard,medium,medium,1807.45,778.69,2016-02-06
17613,89,1384,2017-11-24,0,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22
17614,21,1190,2017-09-11,0,Solex,Standard,medium,large,1071.23,380.74,2016-02-06
17615,74,307,2017-03-07,0,WeareA2B,Standard,medium,medium,1228.07,400.91,2011-01-12
17616,5,1788,2017-08-16,1,Giant Bicycles,Standard,high,medium,1129.13,677.48,2004-09-30
17617,67,2289,2017-05-12,1,Norco Bicycles,Road,medium,medium,544.05,376.84,1992-10-04
17619,11,2132,2017-03-31,1,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1996-11-11
17620,98,1976,2017-08-10,1,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-18
17621,79,709,2017-08-06,0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1991-07-12
17622,89,445,2017-05-11,1,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22
17623,43,3323,2017-06-23,1,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-11
17624,13,919,2017-06-15,1,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11
17625,1,2534,2017-09-13,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
17626,0,3265,2017-04-22,0,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-25
17627,36,598,2017-01-12,1,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
17628,65,992,2017-06-10,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-13
17629,65,953,2017-04-27,1,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
17630,38,669,2017-11-11,0,Solex,Standard,medium,medium,1577.53,826.51,2011-03-18
17631,96,1168,2017-09-08,1,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
17632,12,2820,2017-09-13,0,WeareA2B,Standard,medium,medium,1231.15,161.6,1996-11-11
17633,27,2859,2017-12-13,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
17634,72,1313,2017-07-17,0,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-08
17635,34,2939,2017-03-29,0,Norco Bicycles,Road,high,large,774.53,464.72,2006-02-04
17636,98,1729,2017-09-18,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-11
17637,69,1050,2017-10-11,1,Giant Bicycles,Road,medium,medium,792.9,594.68,2002-09-02
17638,11,1822,2017-05-10,1,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06
17639,0,13,2017-12-03,1,Trek Bicycles,Standard,high,medium,495.72,297.43,2014-10-12
17640,57,719,2017-11-26,1,WeareA2B,Touring,medium,large,1890.39,260.14,1991-01-23
17641,25,2026,2017-06-06,0,Giant Bicycles,Road,medium,medium,1538.99,829.65,1992-10-13
17643,32,388,2017-11-05,1,Giant Bicycles,Standard,medium,medium,642.7,211.37,1999-07-22
17644,66,951,2017-01-19,0,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
17645,72,1943,2017-02-06,1,Norco Bicycles,Standard,medium,medium,360.4,270.3,2011-01-12
17646,74,1588,2017-05-03,0,WeareA2B,Standard,medium,medium,1762.96,950.52,1997-02-11
17647,0,1798,2017-04-25,1,Solex,Standard,medium,medium,71.49,53.62,2011-08-31
17648,17,2513,2017-05-28,1,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
17649,0,637,2017-12-23,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-12
17650,52,3240,2017-09-25,1,OHM Cycles,Road,medium,medium,1280.28,829.51,1991-01-23
17651,14,2740,2017-08-07,0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2005-12-09
17652,76,1998,2017-04-07,0,WeareA2B,Road,low,small,1172.78,1043.77,1995-12-21
17653,86,2942,2017-11-05,0,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-20
17654,69,578,2017-04-29,1,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-12
17655,26,1782,2017-10-10,1,WeareA2B,Standard,medium,medium,1992.93,762.63,2003-03-20
17656,50,1651,2017-02-18,0,WeareA2B,Standard,medium,small,175.89,131.92,2012-04-12
17657,6,2835,2017-05-16,0,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
17658,34,552,2017-03-01,0,WeareA2B,Standard,medium,medium,1231.15,161.6,2009-03-10
17659,65,2464,2017-06-22,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-23
17660,12,1837,2017-04-01,1,WeareA2B,Standard,medium,medium,1231.15,161.6,2016-07-11
17661,54,1647,2017-06-16,0,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-13
17662,59,2268,2017-02-17,0,Solex,Standard,medium,large,1061.56,733.58,1993-07-22
17663,82,1094,2017-03-12,0,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
17664,39,2289,2017-11-01,0,Giant Bicycles,Standard,medium,large,1812.75,582.48,2008-03-21
17665,50,3240,2017-09-17,0,WeareA2B,Standard,medium,small,175.89,131.92,2012-04-12
17666,3,48,2017-02-06,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,2004-09-30
17667,12,1042,2017-11-25,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-12-20
17668,8,2469,2017-06-19,1,Solex,Road,medium,small,1703.52,1516.13,1991-11-09
17669,8,130,2017-10-15,0,Solex,Road,medium,small,1703.52,1516.13,2011-04-18
17670,55,2269,2017-11-09,0,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-23
17671,46,2470,2017-12-18,1,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
17672,55,1542,2017-05-29,0,Trek Bicycles,Road,medium,large,1894.19,598.76,1991-01-23
17673,6,1784,2017-06-04,0,OHM Cycles,Standard,high,medium,227.88,136.73,2016-07-11
17674,41,440,2017-08-18,0,Solex,Road,medium,medium,416.98,312.74,1997-05-12
17675,43,1133,2017-07-02,1,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
17676,92,1848,2017-11-18,1,WeareA2B,Standard,medium,small,1415.01,1259.36,1998-12-18
17677,74,230,2017-09-23,1,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30
17678,0,1323,2017-09-22,0,Solex,Standard,medium,medium,71.49,53.62,2012-12-04
17679,33,3454,2017-09-06,1,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1992-10-13
17680,94,1389,2017-10-07,1,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-11
17681,62,2985,2017-04-07,0,Solex,Standard,medium,medium,478.16,298.72,2012-05-20
17682,12,3219,2017-05-17,1,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
17683,30,445,2017-07-19,0,Solex,Standard,high,medium,748.17,448.9,1991-11-12
17684,46,135,2017-02-23,0,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
17685,33,3330,2017-02-16,0,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1994-07-14
17686,99,984,2017-11-04,0,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-12
17687,90,241,2017-11-13,1,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12
17688,23,2210,2017-07-02,0,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1998-12-18
17689,56,2889,2017-09-16,0,OHM Cycles,Standard,medium,medium,183.86,137.9,2011-08-26
17690,0,449,2017-03-05,1,OHM Cycles,Standard,high,medium,227.88,136.73,2003-08-07
17691,84,562,2017-08-31,0,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-20
17692,6,2608,2017-04-22,0,OHM Cycles,Standard,high,medium,227.88,136.73,2004-09-30
17693,18,1078,2017-12-12,0,Solex,Standard,medium,medium,575.27,431.45,2013-03-14
17694,60,1202,2017-08-24,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2011-08-26
17695,17,59,2017-12-08,0,WeareA2B,Touring,medium,large,1362.99,57.74,1993-04-22
17696,76,2875,2017-07-28,0,WeareA2B,Road,low,small,1172.78,1043.77,2002-10-12
17697,31,1721,2017-12-08,1,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-04
17698,98,23,2017-05-16,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1993-07-22
17699,51,1547,2017-07-09,1,OHM Cycles,Standard,high,medium,2005.66,1203.4,2009-04-14
17700,12,3369,2017-04-24,1,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
17701,21,39,2017-10-06,1,Solex,Standard,medium,large,1071.23,380.74,1996-04-07
17702,3,3368,2017-10-04,1,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-17
17703,79,1107,2017-04-30,1,Solex,Touring,medium,large,2083.94,675.03,2013-09-18
17704,12,1631,2017-04-02,0,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-19
17705,10,1172,2017-11-16,1,WeareA2B,Touring,medium,medium,1466.68,363.25,2016-07-11
17707,87,3088,2017-04-29,0,Giant Bicycles,Standard,high,medium,1179.0,707.4,1999-07-28
17708,52,3136,2017-02-02,1,OHM Cycles,Road,medium,medium,1280.28,829.51,1997-08-27
17709,50,50,2017-01-17,0,WeareA2B,Standard,medium,small,175.89,131.92,2012-04-12
17710,49,1933,2017-09-16,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
17711,13,2611,2017-09-23,0,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11
17712,90,1114,2017-06-04,0,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-12
17713,49,677,2017-04-10,1,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-06
17714,80,3377,2017-04-05,1,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-08-27
17715,67,3211,2017-11-25,1,Solex,Standard,medium,large,1071.23,380.74,1991-08-07
17716,13,1353,2017-04-25,1,Solex,Standard,medium,medium,1163.89,589.27,2016-07-11
17717,43,1664,2017-11-18,0,Solex,Standard,medium,medium,1151.96,649.49,1999-12-06
17718,3,2723,2017-07-25,0,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-11
17719,82,975,2017-08-28,1,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
17720,0,3447,2017-05-05,1,Solex,Road,medium,medium,416.98,312.74,1997-05-12
17721,30,1968,2017-07-24,1,Solex,Standard,high,medium,748.17,448.9,1991-11-12
17722,49,820,2017-12-27,0,Solex,Standard,medium,large,1061.56,733.58,1993-07-22
17723,61,3122,2017-03-02,1,Norco Bicycles,Standard,medium,small,586.45,521.94,2015-08-12
17724,62,2251,2017-06-29,0,Solex,Standard,high,medium,1024.66,614.8,1996-11-11
17725,86,2607,2017-08-12,1,OHM Cycles,Standard,medium,medium,235.63,125.07,2000-11-05
17726,12,1507,2017-12-14,0,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-09-11
17727,0,1136,2017-08-07,0,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-17
17728,35,1909,2017-07-30,0,Trek Bicycles,Standard,low,medium,1057.51,154.4,1997-05-12
17729,54,3191,2017-04-11,0,WeareA2B,Standard,medium,medium,1292.84,13.44,1993-06-25
17730,13,1273,2017-09-08,0,Solex,Standard,medium,medium,1163.89,589.27,1993-07-22
17731,24,3331,2017-01-18,1,Solex,Road,medium,large,1777.8,820.78,2011-05-09
17732,91,3302,2017-12-10,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
17733,40,2615,2017-04-20,0,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-04
17734,27,2345,2017-11-06,1,Trek Bicycles,Standard,medium,medium,499.53,388.72,1991-11-12
17735,11,868,2017-07-20,0,Giant Bicycles,Standard,high,medium,1274.93,764.96,2007-08-06
17736,41,1122,2017-03-24,1,Solex,Road,medium,medium,416.98,312.74,1997-05-12
17737,10,3013,2017-04-02,0,Solex,Standard,medium,medium,1945.43,333.18,2002-09-02
17738,74,252,2017-05-02,1,WeareA2B,Standard,medium,medium,1228.07,400.91,1991-07-12
17739,93,2425,2017-05-23,0,WeareA2B,Standard,medium,medium,1065.03,230.09,1994-08-12
17740,82,2241,2017-05-03,0,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-06
17741,35,2551,2017-04-08,1,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-14
17742,26,433,2017-02-19,1,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-28
17743,82,733,2017-05-16,0,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-12
17744,64,3387,2017-07-11,1,Trek Bicycles,Standard,medium,large,1469.44,596.55,2004-07-27
17745,60,2076,2017-12-11,1,Giant Bicycles,Standard,high,small,1977.36,1759.85,2012-04-12
17746,0,136,2017-07-16,1,OHM Cycles,Standard,high,medium,227.88,136.73,2003-02-09
17747,1,3051,2017-08-12,0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-16
17748,71,830,2017-06-10,1,Solex,Standard,high,large,1842.92,1105.75,1995-10-26
17749,0,228,2017-05-01,0,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-18
17750,56,953,2017-10-13,1,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-06
17751,66,491,2017-03-30,1,Giant Bicycles,Road,low,small,590.26,525.33,1992-10-04
17752,90,752,2017-11-17,0,Solex,Standard,low,medium,945.04,507.58,1995-12-21
17753,76,2121,2017-05-04,1,WeareA2B,Standard,low,medium,642.31,513.85,2011-01-12
17754,62,587,2017-09-17,0,Solex,Standard,medium,medium,478.16,298.72,1992-10-04
17755,42,236,2017-12-24,1,OHM Cycles,Road,medium,small,1810.0,1610.9,2008-03-21
17756,46,1803,2017-08-31,1,Solex,Standard,low,medium,1289.85,74.51,2007-12-13
17757,41,1996,2017-05-13,1,Solex,Road,medium,medium,416.98,312.74,1997-05-12
17758,36,3144,2017-08-01,1,Solex,Standard,low,medium,945.04,507.58,2011-03-18
17759,36,2654,2017-03-09,0,Solex,Standard,low,medium,945.04,507.58,1995-12-21
17760,88,2566,2017-01-31,1,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2003-09-12
17761,0,1817,2017-06-24,1,Solex,Standard,medium,medium,100.35,75.26,1999-07-28
17762,91,2008,2017-04-08,0,Solex,Standard,medium,medium,100.35,75.26,2002-10-12
17763,92,13,2017-01-06,0,WeareA2B,Touring,medium,large,1890.39,260.14,1998-12-19
17764,49,1646,2017-12-04,1,Trek Bicycles,Road,medium,medium,533.51,400.13,1991-01-23
17765,0,2888,2017-03-08,1,Solex,Standard,medium,medium,478.16,298.72,2004-09-30
17766,31,325,2017-08-19,1,Giant Bicycles,Standard,medium,medium,230.91,173.18,2010-06-09
17767,53,2914,2017-04-20,0,OHM Cycles,Standard,medium,medium,795.34,101.58,1993-07-22
17769,47,3269,2017-04-12,1,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-03
17770,74,2907,2017-01-18,1,WeareA2B,Standard,medium,medium,1762.96,950.52,2014-07-30
17771,66,142,2017-08-26,0,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-07
17772,19,1047,2017-10-08,0,OHM Cycles,Road,high,large,12.01,7.21,2009-03-10
17773,32,3186,2017-12-11,0,Giant Bicycles,Standard,medium,medium,642.7,211.37,2010-06-09
